Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Object_Car,GarageCars_types_1,GarageCars_types_2,GarageCars_types_3,GarageCars_types_4
261,80,RL,120.0,19296,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,1.9459101490553132,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,672,ALQ,690,0,1362,GasA,TA,Y,SBrkr,1382,0,0,7.232010331664759,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1991.0,Unf,884,TA,TA,Y,0,0,252,0,0,0,Gd,GdWo,Shed,0,5,2009,WD,Normal,12.07824495582233,2,False,True,False,False
262,60,RL,69.0,9588,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2.1972245773362196,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,GasA,Ex,Y,SBrkr,1482,1092,0,7.853604813097837,0,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,868,TA,TA,Y,0,148,0,0,0,0,Gd,MnPrv,Shed,0,11,2007,New,Partial,12.52815976788113,3,False,False,True,False
263,80,RL,88.0,8471,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,1.9459101490553132,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,506,Unf,0,0,506,GasA,TA,Y,SBrkr,1212,0,0,7.10085190894405,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,492,TA,TA,Y,292,12,0,0,0,0,Gd,GdWo,Shed,0,7,2006,WD,Normal,11.92504173829169,2,False,True,False,False
264,50,RM,50.0,5500,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1.791759469228055,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,926,GasA,TA,Y,SBrkr,926,0,390,7.183111701743281,1,0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1974.0,Unf,484,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2010,WD,Normal,11.775297421715827,2,False,True,False,False
265,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,1.791759469228055,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,680,GasA,Gd,N,FuseP,764,0,0,6.639875833826536,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1965.0,Unf,504,TA,TA,N,0,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2008,WD,Normal,11.19822841866684,2,False,True,False,False
266,20,RL,78.0,12090,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1.9459101490553132,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,1422,GasA,TA,Y,SBrkr,1422,0,0,7.260522598089852,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1981.0,Fin,576,TA,TA,Y,276,0,0,0,0,0,Gd,GdPrv,Shed,0,6,2008,WD,Normal,12.075400019877522,2,False,True,False,False
267,60,RL,70.0,11207,Pave,Grvl,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1.9459101490553132,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,714,Unf,0,88,802,GasA,Gd,Y,SBrkr,802,709,0,7.321188556739478,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Fin,413,TA,TA,Y,95,75,0,0,0,0,Gd,MnPrv,Shed,0,6,2006,WD,Normal,12.128116509451258,2,False,True,False,False
268,75,RL,60.0,8400,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,1.791759469228055,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,LwQ,378,Unf,0,342,720,GasA,Ex,Y,SBrkr,1052,720,420,7.693025748417888,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Detchd,1939.0,Unf,240,TA,TA,Y,262,24,0,0,0,0,Gd,MnPrv,Shed,0,7,2008,WD,Normal,12.097936057925594,1,True,False,False,False
269,30,RM,71.0,6900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1.791759469228055,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403,Rec,125,212,740,GasA,Ex,Y,SBrkr,778,0,0,6.658011045870748,0,0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,924,Ex,Ex,Y,0,25,0,0,0,0,Gd,MnPrv,Shed,0,2,2008,WD,Normal,11.699413330633599,1,True,False,False,False
270,20,RL,69.0,7917,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,1.9459101490553132,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,1143,GasA,TA,Y,SBrkr,1113,0,0,7.01571242048723,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1987.0,RFn,504,TA,Gd,Y,370,30,0,0,0,0,Gd,GdPrv,Shed,0,5,2007,WD,Normal,11.904974309480183,1,True,False,False,False
271,60,FV,84.0,10728,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2.1972245773362196,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1095,1095,GasA,Gd,Y,SBrkr,1095,844,0,7.570443252057374,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,1053,TA,TA,Y,192,51,0,0,0,0,Gd,MnPrv,Shed,0,8,2006,New,Partial,12.491255347155265,3,False,False,True,False
272,20,RL,73.0,39104,Pave,Grvl,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,2.0794415416798357,7,1954,2005,Flat,Membran,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,1385,GasA,Ex,Y,SBrkr,1363,0,0,7.218176838403408,1,0,1,0,2,1,TA,5,Mod,2,TA,Attchd,1954.0,Unf,439,TA,TA,Y,81,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2008,WD,Normal,12.394628892852941,2,False,True,False,False
273,60,RL,92.0,11764,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,2.1972245773362196,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,GasA,Ex,Y,SBrkr,1164,1106,0,7.7279755421055585,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,671,TA,TA,Y,132,57,0,0,0,0,Gd,MnPrv,Shed,0,4,2010,WD,Normal,12.577639650232573,3,False,False,True,False
274,20,RL,80.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,1.9459101490553132,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,620,0,1240,GasA,Gd,Y,SBrkr,1632,0,0,7.398174092970465,1,0,2,0,3,1,TA,6,Min1,1,Gd,Attchd,1958.0,RFn,338,TA,TA,Y,289,0,0,0,0,0,Gd,MnPrv,Shed,0,4,2009,WD,Normal,11.842236406331555,1,True,False,False,False
275,20,RL,76.0,8314,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1.791759469228055,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,BrkFace,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,816,GasA,TA,Y,SBrkr,816,0,0,6.705639094860003,0,0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1982.0,Unf,264,TA,TA,Y,168,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,11.732069026983156,1,True,False,False,False
276,50,RL,55.0,7264,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,2.0794415416798357,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,952,952,GasW,Gd,N,SBrkr,952,596,0,7.3453648404168685,0,0,2,1,3,1,Ex,5,Typ,0,Gd,Detchd,1978.0,Unf,672,TA,TA,Y,74,0,0,0,144,0,Gd,MnPrv,Shed,0,10,2009,WD,Normal,12.230770136157428,2,False,True,False,False
277,20,RL,129.0,9196,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,2.0794415416798357,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1560,1560,GasA,Ex,Y,SBrkr,1560,0,0,7.353081920515432,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2003.0,Fin,573,TA,TA,Y,100,150,0,0,0,0,Gd,MnPrv,Shed,0,4,2010,WD,Normal,12.211065162153215,2,False,True,False,False
278,20,RL,140.0,19138,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,1.6094379124341003,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,GasA,Ex,Y,SBrkr,864,0,0,6.762729506931879,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1951.0,Unf,400,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2010,WD,Normal,11.856522261533737,2,False,True,False,False
279,20,RL,107.0,14450,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.9459101490553132,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,2121,GasA,Ex,Y,SBrkr,2121,0,0,7.660114319173928,0,0,2,1,3,1,Ex,8,Typ,1,Ex,Attchd,2007.0,Fin,732,TA,TA,Y,124,98,0,0,142,0,Gd,MnPrv,Shed,0,5,2007,New,Partial,12.001511614739405,3,False,False,True,False
280,60,RL,83.0,10005,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,2.0794415416798357,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,1160,GasA,Ex,Y,SBrkr,1156,866,0,7.612336837167746,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1977.0,Fin,505,TA,TA,Y,288,117,0,0,0,0,Gd,MnPrv,Shed,0,3,2008,WD,Normal,12.165255859329688,2,False,True,False,False
281,60,RL,82.0,11287,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,2.0794415416798357,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,0,386,807,GasA,Gd,Y,SBrkr,1175,807,0,7.592366128519796,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1989.0,Fin,575,TA,TA,Y,0,84,0,196,0,0,Gd,MnPrv,Shed,0,1,2007,WD,Normal,12.339295865674435,2,False,True,False,False
282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.9459101490553132,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905,Unf,0,357,1262,GasA,Gd,Y,SBrkr,1262,0,0,7.141245122350491,0,0,2,0,2,1,Gd,5,Typ,0,Gd,Attchd,2006.0,Fin,572,TA,TA,Y,0,120,0,0,0,0,Gd,MnPrv,Shed,0,5,2006,New,Partial,12.128116509451258,2,False,True,False,False
283,120,RL,34.0,5063,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,2.0794415416798357,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,7.181591944611865,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,626,TA,TA,Y,172,62,0,0,0,0,Gd,MnPrv,Shed,0,4,2009,ConLw,Normal,12.242891437918386,2,False,True,False,False
284,20,RL,74.0,9612,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,2.1972245773362196,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1468,0,0,7.292337176173877,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,898,TA,TA,Y,210,150,0,0,0,0,Gd,MnPrv,Shed,0,12,2009,New,Partial,12.407383590534293,3,False,False,True,False
285,120,RL,50.0,8012,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,1.9459101490553132,5,1992,1992,Gable,CompShg,Plywood,ImStucc,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,0,1145,1575,GasA,Gd,Y,SBrkr,1575,0,0,7.362645270417825,1,0,2,0,2,1,Gd,5,Typ,0,Gd,Attchd,1992.0,RFn,529,TA,TA,Y,0,0,52,0,0,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,12.09626335986454,2,False,True,False,False
286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2.0794415416798357,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,Y,SBrkr,625,625,0,7.1316985104669115,0,0,2,1,2,1,Gd,5,Typ,0,Gd,Detchd,2006.0,RFn,528,TA,TA,Y,0,54,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,New,Partial,12.011886987792716,2,False,True,False,False
287,50,RL,77.0,9786,Pave,Grvl,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,1.9459101490553132,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,312,912,GasA,TA,Y,SBrkr,1085,649,0,7.45876269238096,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1962.0,RFn,440,TA,TA,Y,0,0,0,0,128,0,Gd,GdPrv,Shed,0,6,2006,WD,Normal,11.976665770490767,2,False,True,False,False
288,20,RL,69.0,8125,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.6094379124341003,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,614,Unf,0,244,858,GasA,TA,Y,SBrkr,858,0,0,6.755768921984255,0,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1978.5061638868744,Unf,0,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2006,WD,Normal,11.385103457032141,0,False,False,False,False
289,20,RL,69.0,9819,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.791759469228055,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450,Unf,0,432,882,GasA,TA,Y,SBrkr,900,0,0,6.803505257608338,0,0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,1970.0,Unf,280,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,2,2010,WD,Normal,11.711784520403112,1,True,False,False,False
290,70,RL,60.0,8730,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,1.9459101490553132,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,698,GasA,Ex,Y,FuseA,698,698,0,7.242082359256962,0,0,1,0,3,1,TA,7,Typ,0,Gd,Detchd,2003.0,Unf,384,TA,TA,Y,0,0,0,0,259,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,11.941950837487406,1,True,False,False,False
291,60,RL,120.0,15611,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2.1972245773362196,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1079,1079,GasA,Ex,Y,SBrkr,1079,840,0,7.560080465021827,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,685,Gd,TA,Y,0,51,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,New,Partial,12.359784657728284,2,False,True,False,False
292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,1.791759469228055,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210,Unf,0,570,780,GasA,Ex,N,SBrkr,936,780,0,7.448333860897476,1,0,2,0,6,1,Fa,9,Typ,0,Gd,Attchd,1978.5061638868744,Unf,0,TA,TA,N,0,184,0,0,0,0,Gd,MnPrv,Shed,0,3,2008,WD,Normal,11.819681958463892,0,False,False,False,False
293,50,RL,60.0,11409,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1.791759469228055,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292,Unf,0,476,768,GasA,Gd,Y,SBrkr,1148,568,0,7.448333860897476,0,0,1,1,3,1,TA,8,Min2,1,Gd,Attchd,1949.0,Unf,281,TA,TA,Y,0,0,0,0,160,0,Gd,MnPrv,Shed,0,1,2009,WD,Normal,11.782960235741939,1,True,False,False,False
294,60,RL,69.0,16659,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,2.0794415416798357,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795,Unf,0,0,795,GasA,Fa,Y,SBrkr,1468,795,0,7.724888439323074,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1977.0,Fin,539,TA,TA,Y,0,250,0,0,0,0,Gd,MnPrv,Shed,0,3,2006,WD,Normal,12.367345048436391,2,False,True,False,False
295,20,RL,80.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.9459101490553132,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,0,131,1416,GasA,TA,Y,SBrkr,1644,0,0,7.405495663199472,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1953.0,Fin,418,TA,TA,Y,110,0,0,0,0,0,Gd,MnPrv,Shed,0,10,2009,WD,Normal,12.025755079404917,2,False,True,False,False
296,80,RL,37.0,7937,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,1.9459101490553132,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819,Unf,0,184,1003,GasA,TA,Y,SBrkr,1003,0,0,6.911747300251674,1,0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1984.0,Unf,588,TA,TA,Y,120,0,0,0,0,0,Gd,GdPrv,Shed,0,3,2006,WD,Normal,11.86710429621008,2,False,True,False,False
297,50,RM,75.0,13710,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,1.791759469228055,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,420,Unf,0,490,910,GasA,TA,Y,FuseA,910,648,0,7.351799869057777,0,0,1,1,4,1,TA,6,Typ,0,Gd,Attchd,1950.0,Unf,282,TA,TA,Y,289,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,11.931642378754141,1,True,False,False,False
298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2.0794415416798357,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649,Unf,0,326,975,GasA,Ex,Y,SBrkr,975,975,0,7.576097340623111,0,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1997.0,RFn,576,TA,TA,Y,0,10,0,0,198,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,12.384223015005313,2,False,True,False,False
299,60,RL,90.0,11700,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1.9459101490553132,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384,Rec,175,143,702,GasA,Gd,Y,SBrkr,1041,702,0,7.463936604468925,0,1,1,2,3,1,TA,7,Typ,1,Gd,Attchd,1968.0,Unf,539,TA,TA,Y,224,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2007,WD,Normal,12.07254696717504,2,False,True,False,False
300,20,RL,80.0,14000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1.9459101490553132,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1092,1092,GasA,Ex,Y,SBrkr,1152,0,0,7.050122520269059,0,1,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,300,TA,TA,Y,0,36,0,0,0,0,Gd,GdPrv,Shed,0,8,2009,WD,Family,11.973516181427835,1,True,False,False,False
301,190,RL,90.0,15750,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,1.791759469228055,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841,Unf,0,324,1165,GasA,TA,Y,SBrkr,1336,0,0,7.198183577101943,1,0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,375,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2006,WD,Normal,11.964007453736912,1,True,False,False,False
302,60,RL,66.0,16226,Pave,Grvl,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2.1972245773362196,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,747,1028,GasA,Ex,Y,SBrkr,1210,1242,0,7.8050670442584895,0,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1998.0,Fin,683,TA,TA,Y,208,50,0,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD,Normal,12.495007682693725,2,False,True,False,False
303,20,RL,118.0,13704,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2.0794415416798357,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1541,1541,GasA,Ex,Y,SBrkr,1541,0,0,7.340835554123275,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,843,TA,TA,Y,468,81,0,0,0,0,Gd,MnPrv,Shed,0,1,2006,WD,Normal,12.230770136157428,3,False,False,True,False
304,20,RL,70.0,9800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.791759469228055,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,0,894,GasA,TA,Y,SBrkr,894,0,0,6.796823718274855,1,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1975.0,Unf,552,TA,TA,Y,256,0,0,0,0,0,Gd,GdWo,Shed,0,7,2006,WD,Abnorml,11.917730355182513,2,False,True,False,False
305,75,RM,87.0,18386,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,2.0794415416798357,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,1470,GasA,Ex,Y,SBrkr,1675,1818,0,8.158802490694002,0,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,2003.0,Unf,870,TA,TA,Y,302,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2008,WD,Normal,12.59473402514672,3,False,False,True,False
